Churn,InternetService,SeniorCitizen,gender,PhoneService,MultipleLines,Dependents,tenure,MonthlyCharges,Contract
0,1,0,0,1,1,0,45,100,0
0,2,0,1,1,0,0,5,89,1
0,2,0,0,0,0,0,56,45,0
0,1,1,0,1,1,0,4,74,1
0,2,0,0,1,1,0,64,86,1
0,1,0,0,1,1,1,41,20,1
0,1,0,0,1,0,0,35,61,0
1,1,0,0,0,1,0,1,25,0
1,2,1,0,1,0,0,3,79,1
0,2,1,1,1,0,0,61,25,0
1,1,1,1,1,0,0,1,74,0
0,2,0,0,1,0,1,35,56,0
0,2,0,0,1,0,1,69,113,0
0,2,0,0,1,1,0,64,68,2
0,1,0,1,1,1,1,51,110,0
0,2,0,1,1,1,1,17,20,2
0,2,0,0,0,0,1,69,44,2
1,1,0,1,0,1,1,1,31,1
0,1,0,0,1,1,1,21,65,0
0,1,0,0,1,1,0,54,97,0
1,1,0,1,0,0,0,1,23,0
1,1,0,1,1,0,0,4,70,0
0,1,0,1,1,1,1,0,62,2
0,1,0,1,1,1,0,7,70,0
0,1,0,1,1,0,1,32,19,1
0,2,0,1,1,0,1,72,20,2
1,2,0,1,0,0,0,19,40,0
0,1,0,1,1,1,1,10,20,0
1,2,1,1,1,0,0,21,69,2
0,1,1,0,1,1,0,45,70,0
0,1,1,1,1,1,0,32,20,0
0,1,0,0,1,1,0,40,106,2
0,1,0,0,0,1,0,47,42,0
0,2,0,0,0,0,0,36,53,1
0,2,0,0,1,0,1,69,105,0
0,1,0,0,1,1,0,71,81,1
0,1,0,0,1,0,0,71,25,0
0,2,0,1,0,1,0,35,53,0
0,2,0,1,1,1,0,3,55,2
0,2,1,1,1,1,0,72,110,1
0,2,0,1,1,1,1,72,91,1
0,2,0,0,1,0,1,68,73,0
0,2,0,0,0,0,0,42,55,0
0,1,1,1,1,1,0,21,20,0
1,1,1,0,1,1,0,8,92,0
0,1,1,1,1,1,0,10,75,0
0,2,0,0,1,1,0,71,107,0
0,2,1,0,1,0,0,46,91,1
0,1,0,0,1,0,1,3,80,0
1,2,1,0,1,0,0,12,91,1
0,1,0,0,0,1,0,26,48,1
0,1,0,1,1,0,0,3,50,1
0,2,0,0,1,0,0,49,74,0
0,1,0,1,1,0,0,33,81,2
0,1,0,1,1,1,0,42,94,0
0,2,0,1,1,1,1,31,75,0
0,1,1,1,1,1,1,68,107,0
0,2,1,1,1,0,1,66,116,0
0,2,0,1,1,0,1,58,20,0
0,2,0,1,1,0,1,35,20,0
0,2,0,1,1,1,0,1,20,0
0,2,0,0,1,0,0,40,75,0
0,1,0,0,1,0,0,13,76,0
0,2,0,1,1,0,0,57,56,0
1,1,0,0,1,1,0,1,75,2
1,1,0,1,1,1,0,1,46,0
1,1,0,0,1,1,0,46,54,1
1,2,1,0,1,0,1,40,95,0
1,1,0,1,1,0,1,21,78,2
1,1,0,0,1,1,0,6,98,0
0,1,0,1,1,1,1,59,111,0
1,2,0,1,1,0,0,15,59,1
1,1,0,0,1,0,0,27,95,0
0,2,0,1,1,0,0,71,116,0
0,1,0,0,1,0,0,45,89,0
0,2,0,1,1,0,0,4,21,0
1,2,0,0,1,1,0,1,20,1
1,1,0,1,1,1,1,47,99,1
0,1,0,1,1,1,0,34,50,0
0,2,0,0,1,0,1,18,54,0
0,1,0,0,1,1,0,8,54,0
0,1,0,1,0,1,0,7,36,0
1,1,0,1,1,1,1,5,84,0
0,1,0,0,1,1,0,39,59,0
0,1,0,1,1,1,1,29,21,2
1,2,0,0,1,0,0,1,55,0
0,1,0,1,0,1,1,31,25,1
0,1,0,1,0,1,0,2,24,0
0,2,0,1,1,0,0,63,71,1
0,2,0,1,1,0,0,20,79,1
0,2,0,0,1,0,0,71,83,2
0,1,0,0,1,0,0,66,61,0
1,2,0,1,1,0,0,8,45,1
1,1,0,0,1,0,0,2,96,2
0,1,0,1,0,1,0,3,35,0
0,2,0,0,1,0,0,47,20,0
1,1,0,1,0,1,0,2,49,1
0,2,0,1,1,0,0,1,74,0
0,2,0,0,1,0,0,7,20,1
0,2,0,1,1,1,1,69,105,1
0,2,0,1,1,0,0,5,105,0
0,1,0,0,1,1,0,71,20,0
1,1,0,0,1,0,0,1,74,0
1,2,0,0,1,0,1,14,90,1
0,1,0,0,1,1,0,29,19,0
0,2,0,1,1,0,0,56,82,0
1,1,1,1,1,0,0,6,96,0
1,1,1,1,0,1,0,1,40,0
0,1,0,0,1,1,1,46,91,0
0,2,0,1,1,0,0,20,108,0
1,2,1,0,1,0,0,20,86,2
1,2,1,0,1,1,0,37,76,1
0,1,0,0,1,1,1,24,20,1
1,1,0,1,1,0,1,29,95,0
1,1,0,0,1,1,0,21,104,0
1,2,0,1,1,0,1,19,103,2
0,2,0,0,1,0,0,54,81,2
1,1,0,1,1,0,0,2,19,0
1,1,1,0,1,0,0,27,104,0
0,2,0,1,0,1,0,46,61,2
0,2,0,0,1,0,0,18,20,2
0,1,0,0,1,1,1,52,20,0
1,2,0,0,1,0,1,43,56,0
0,2,0,0,1,0,0,3,20,2
0,2,0,1,1,1,0,4,45,1
1,1,0,1,1,1,1,6,84,0
0,1,1,1,1,1,0,35,101,1
0,2,0,0,0,0,1,68,60,0
1,2,0,0,1,0,0,5,96,0
0,2,0,0,1,0,0,3,45,0
0,2,1,0,1,1,0,4,73,1
0,2,0,0,1,0,0,4,25,0
1,2,0,0,1,0,0,2,80,0
0,1,0,1,1,1,1,40,110,0
0,2,0,1,1,0,0,10,95,0
0,1,1,1,1,0,0,24,80,0
0,2,1,0,1,0,0,72,107,2
1,2,0,0,1,0,0,24,99,0
0,2,0,0,1,0,0,72,87,2
1,1,0,0,1,0,0,1,52,0
1,2,0,0,1,1,0,18,88,0
0,2,0,1,0,0,0,4,40,0
1,1,1,1,1,0,0,36,91,0
0,2,0,0,1,0,0,11,75,2
1,2,0,1,1,1,0,1,70,0
0,2,0,1,1,0,0,42,80,2
1,2,1,0,1,1,0,16,85,2
0,1,0,1,1,1,0,50,114,0
1,2,0,0,0,0,0,1,25,0
0,1,0,0,1,0,1,38,20,0
0,2,1,1,1,0,1,24,80,2
0,2,0,1,1,0,1,31,60,2
0,1,0,1,1,0,1,8,19,0
1,2,1,0,1,0,0,43,108,0
0,1,0,0,1,1,0,57,70,2
0,2,0,0,1,0,1,13,21,2
0,1,0,1,1,1,0,40,90,1
0,1,0,1,1,0,1,23,20,0
0,2,0,0,1,0,1,72,84,0
0,1,0,0,1,1,0,55,84,0
0,2,0,1,1,1,0,48,111,2
1,2,0,1,1,1,0,1,75,2
1,1,0,0,1,0,1,36,97,0
0,2,0,1,1,0,0,11,69,0
0,1,0,0,1,0,0,1,85,1
1,1,0,0,1,0,0,53,98,0
0,2,0,1,0,1,0,70,51,0
0,1,0,1,1,1,0,12,96,0
1,2,0,1,1,0,0,22,95,0
0,2,0,0,1,0,1,55,69,1
0,1,1,0,1,1,0,28,64,0
0,2,0,0,1,0,1,58,20,0
0,1,0,1,1,0,0,19,20,0
1,1,0,0,1,1,0,19,95,0
0,1,0,1,1,0,0,31,72,0
1,2,0,0,1,0,0,13,89,2
1,2,0,1,1,0,0,1,20,0
1,1,0,1,1,1,1,1,71,0
0,2,1,0,1,0,0,18,74,0
0,2,0,1,1,0,0,13,20,2
0,2,0,0,1,0,1,2,20,0
0,2,0,1,1,0,0,70,65,0
0,1,1,1,1,0,0,44,19,1
0,2,0,0,1,0,1,4,21,1
0,1,0,1,1,0,0,65,76,0
0,2,1,0,1,0,0,71,100,1
0,1,0,0,1,0,1,64,54,1
1,2,0,0,1,0,0,28,92,0
1,1,1,0,1,0,0,16,96,0
1,2,0,0,1,1,1,70,114,1
0,2,0,0,1,0,1,39,82,0
0,2,0,1,1,1,0,19,45,1
0,2,0,0,1,1,0,60,105,0
0,2,0,1,1,0,0,51,90,2
0,2,1,0,1,1,0,56,110,1
1,1,0,1,1,1,0,66,105,2
0,2,0,0,0,1,1,58,56,2
0,1,0,0,1,1,1,69,59,1
0,2,0,0,1,0,0,27,56,0
0,2,0,0,1,0,0,1,49,2
0,2,0,0,1,0,0,6,20,0
0,1,0,0,0,0,0,7,25,0
1,2,1,1,1,0,0,8,70,0
0,2,0,1,1,1,1,15,70,2
0,1,0,1,1,0,0,9,20,0
0,1,0,1,1,0,0,12,67,0
0,1,0,0,1,1,0,25,71,2
1,2,0,0,1,0,1,28,81,2
0,2,0,0,1,0,0,49,101,2
1,1,1,1,0,1,0,57,45,0
0,1,0,1,1,1,0,11,21,1
0,1,0,0,1,0,1,37,95,0
1,2,0,1,1,1,0,40,101,0
0,1,0,1,0,1,0,54,45,1
0,2,0,1,1,0,0,12,85,2
0,1,0,1,1,0,0,4,55,2
0,1,0,1,1,0,1,66,103,0
0,2,0,1,0,0,1,70,60,1
1,1,0,0,1,1,0,1,75,1
1,2,0,1,1,0,0,58,103,2
0,2,1,1,1,1,0,47,86,2
1,1,1,0,1,1,0,4,79,1
0,2,0,0,1,0,1,57,59,0
0,2,0,0,1,0,0,15,94,2
0,2,0,0,1,0,0,24,90,1
0,2,0,0,1,0,0,20,19,2
0,2,1,1,1,1,0,61,98,0
1,1,0,0,0,0,0,16,50,0
0,2,0,0,1,1,0,72,98,2
0,2,1,0,0,0,0,14,40,0
1,1,0,1,1,1,0,2,46,0
0,2,0,1,1,0,1,64,92,1
0,1,0,1,1,1,0,30,20,2
0,1,0,1,1,1,0,64,89,1
1,1,0,1,1,0,0,61,112,0
0,2,0,0,1,1,1,50,84,0
0,1,0,0,1,0,0,47,95,0
0,1,0,1,1,1,0,51,60,0
0,2,0,0,1,0,0,37,91,2
0,1,1,0,1,1,0,64,97,0
0,1,0,1,0,1,0,60,60,0
0,1,0,1,1,1,0,1,20,1
0,2,0,1,1,0,0,14,82,0
1,2,0,0,1,0,0,1,76,2
1,2,0,0,1,0,1,17,88,1
0,2,0,1,1,1,0,63,104,1
0,2,0,0,1,0,1,72,26,1
0,1,0,1,1,1,1,29,101,2
0,2,0,0,1,0,1,18,62,0
1,2,1,1,1,0,0,38,70,1
0,2,1,1,1,1,0,26,19,2
0,2,1,1,1,0,0,70,105,0
1,1,0,0,1,0,0,7,79,0
0,1,0,0,1,1,0,22,21,0
0,1,0,0,1,1,1,25,55,0
0,2,0,1,0,1,0,33,39,1
1,1,1,1,1,0,0,27,96,0
1,1,0,1,1,1,1,15,75,0
0,2,0,0,1,0,0,41,25,0
0,1,0,1,1,1,0,38,95,0
0,1,1,1,1,0,0,44,89,0
0,2,0,1,1,0,1,66,20,0
0,2,0,1,1,0,1,19,21,2
1,2,0,1,1,0,0,17,90,1
0,2,0,1,1,0,0,7,75,0
0,1,1,0,1,1,0,21,72,0
1,2,0,1,1,1,0,61,94,0
0,1,0,0,1,1,0,4,51,0
0,2,0,1,1,1,1,58,75,2
1,2,0,0,0,1,1,21,56,0
0,1,0,1,1,1,1,60,20,0
0,1,0,0,1,0,0,43,26,0
1,1,1,1,1,1,0,36,85,0
0,1,1,0,0,1,0,57,55,0
0,1,0,1,1,1,0,24,55,0
0,2,0,1,1,0,1,68,105,2
0,2,0,1,1,1,0,72,95,1
0,1,0,1,0,1,0,9,40,0
0,1,0,1,1,1,1,66,80,0
0,2,0,0,1,0,0,8,74,0
0,1,0,0,1,0,1,50,103,1
0,2,0,0,1,1,0,10,76,2
0,1,0,1,0,1,0,54,30,0
1,2,0,0,1,1,0,1,80,2
0,1,0,1,1,0,0,71,109,0
1,1,0,1,1,1,1,4,101,0
0,2,0,1,1,1,0,33,55,2
1,1,1,1,1,1,0,10,87,1
0,2,0,0,0,0,0,72,49,0
1,2,1,0,1,1,0,1,21,1
0,2,0,0,1,1,0,67,26,2
0,2,0,0,1,1,0,22,80,2
1,2,0,1,1,0,0,62,97,2
1,2,1,0,0,1,0,21,42,0
0,1,0,0,1,0,1,68,112,0
1,2,0,1,1,1,0,7,98,0
0,2,0,0,1,1,0,58,80,1
0,2,0,0,1,0,1,23,84,2
0,2,1,1,1,0,0,71,24,0
0,1,0,0,1,1,0,41,86,0
0,2,0,0,0,0,1,0,56,2
0,2,0,1,0,0,0,61,62,1
0,1,0,0,1,1,1,46,100,2
0,2,0,0,1,0,0,6,21,0
1,2,0,1,1,1,0,7,94,1
0,1,0,1,1,1,0,21,74,0
1,2,1,0,1,0,0,13,95,2
1,1,0,0,1,1,1,22,83,2
0,2,0,0,1,0,0,26,69,1
0,2,0,1,0,0,0,4,42,2
0,1,0,0,1,1,1,63,20,1
1,1,1,1,1,1,0,5,80,0
0,2,0,0,1,0,0,6,20,0
0,1,0,0,1,1,0,55,94,0
0,1,0,1,1,1,1,51,76,0
0,1,0,0,1,1,1,56,69,2
0,1,0,1,1,0,0,18,20,0
0,2,0,1,1,0,0,72,106,0
0,2,0,0,1,1,1,19,50,2
1,1,1,1,1,1,0,22,97,0
0,2,0,0,0,1,0,41,35,2
0,2,0,1,1,1,1,5,19,1
0,2,0,0,1,1,0,57,74,0
0,2,1,1,1,1,0,29,101,1
1,2,0,0,1,0,1,33,94,2
0,2,0,0,1,0,0,72,98,0
0,2,0,1,1,0,0,31,89,2
0,2,1,1,1,0,0,52,104,1
0,1,0,1,1,0,1,35,20,0
0,1,0,0,1,0,1,7,20,0
0,1,0,0,1,0,0,22,55,0
1,2,0,1,1,0,0,6,75,1
0,2,0,0,0,0,0,60,38,2
0,1,0,1,1,1,1,24,20,0
0,1,1,0,1,1,0,31,74,0
0,2,0,1,1,1,0,26,86,0
1,2,0,1,1,1,1,1,70,0
0,2,0,1,1,0,1,40,20,2
0,1,0,1,1,1,1,10,20,1
0,2,0,0,1,1,1,70,19,0
1,1,0,1,1,0,0,3,55,0
1,1,1,1,1,1,0,46,85,1
1,2,0,1,1,0,0,59,110,0
0,2,1,0,1,0,0,48,71,0
1,1,0,1,1,1,0,59,19,2
1,2,0,0,0,0,0,29,31,0
1,2,1,0,1,0,0,8,20,0
0,1,0,0,1,1,1,9,20,1
0,1,0,0,1,0,0,8,58,0
1,2,0,0,1,0,0,28,90,0
0,2,0,0,1,1,1,20,76,0
1,1,1,0,1,0,0,56,105,0
0,2,0,0,0,1,0,49,41,2
1,1,0,0,1,0,0,5,89,1
1,2,0,0,1,0,0,18,90,2
0,1,0,1,1,1,1,71,90,2
1,1,0,1,1,1,0,20,89,0
1,2,0,1,0,0,0,40,42,2
0,1,0,0,1,1,0,18,61,0
0,1,0,0,1,0,1,38,20,2
0,1,1,0,1,1,0,67,106,0
0,2,0,0,1,0,1,17,55,1
1,1,0,1,0,1,0,1,35,2
0,2,0,1,1,0,0,68,25,1
0,2,0,1,1,0,0,35,83,0
1,2,0,0,1,0,0,3,76,1
0,1,0,0,1,0,0,8,90,2
0,2,0,1,1,0,0,29,71,2
1,2,0,0,0,0,0,2,35,0
0,2,1,0,1,1,0,53,74,1
1,2,0,1,0,1,1,1,25,2
0,1,0,0,1,1,0,7,75,0
0,2,0,0,1,0,1,4,20,0
0,2,0,0,1,1,0,29,76,2
1,1,0,0,1,1,0,3,75,1
1,2,1,0,0,0,0,1,26,1
0,1,0,1,0,1,0,7,35,2
1,2,0,0,1,0,0,52,111,1
0,1,0,1,1,1,1,72,92,0
1,1,0,1,1,1,0,55,97,0
0,1,0,1,1,0,0,1,20,0
0,1,0,0,1,0,0,6,20,0
0,2,0,0,1,0,1,29,20,2
0,2,0,1,0,0,1,42,48,0
0,1,0,0,0,1,0,30,40,2
1,2,0,1,1,1,0,1,51,2
0,2,0,1,1,1,0,72,86,0
1,2,0,0,1,1,0,4,51,2
0,1,0,1,0,0,1,1,25,0
1,2,0,0,1,0,0,1,69,1
1,1,0,1,1,1,0,1,74,1
0,2,0,1,1,1,0,62,80,0
1,1,0,0,1,0,0,15,101,0
0,2,0,1,1,0,1,1,19,0
0,2,0,0,1,1,0,68,20,2
0,1,0,0,1,0,0,7,75,0
0,1,0,0,1,1,0,72,88,1
0,2,0,1,1,0,0,72,87,2
1,2,0,0,1,0,0,30,94,0
1,1,0,1,1,0,0,1,84,0
0,2,0,0,0,0,0,39,41,1
0,2,0,1,1,1,0,62,92,0
0,2,0,0,1,1,0,53,109,2
1,2,0,1,1,1,0,66,104,2
0,1,1,0,1,1,1,59,89,0
0,2,0,1,1,1,0,15,96,0
1,2,0,1,1,0,0,9,96,2
0,2,0,0,0,1,0,32,30,1
1,1,0,0,1,1,1,17,65,0
0,2,0,1,1,0,1,55,55,0
0,1,0,1,0,0,0,17,26,0
0,2,1,0,1,0,0,69,87,2
0,2,0,1,1,0,0,66,75,2
0,2,1,1,1,0,0,16,74,0
0,2,0,1,1,1,1,70,80,2
0,2,0,0,1,1,0,50,19,2
0,1,0,0,1,0,0,3,20,0
0,1,0,1,1,1,0,17,66,0
0,1,0,1,1,1,1,20,97,0
0,1,0,1,1,1,1,71,20,1
0,1,0,0,1,1,0,34,105,0
0,1,0,0,1,0,1,43,25,1
0,2,1,1,1,0,0,50,102,0
0,2,0,0,1,0,1,41,102,2
0,2,0,1,1,0,0,54,80,2
0,2,0,0,1,0,0,64,19,0
0,1,0,1,1,1,1,31,54,2
0,1,1,1,1,1,0,11,78,0
1,2,0,0,1,0,0,4,86,2
0,2,0,0,0,0,1,21,53,0
0,1,0,0,1,1,1,35,24,0
0,1,0,0,1,1,1,58,99,0
0,1,0,1,1,0,1,20,20,0
0,2,0,0,1,0,0,60,25,2
0,2,0,0,1,1,1,41,20,0
0,1,0,0,1,1,0,15,51,0
0,2,0,1,1,0,0,1,44,0
1,2,0,1,1,1,0,66,100,1
1,1,1,0,1,1,1,1,69,0
0,2,0,1,1,0,1,2,44,2
1,2,0,0,1,1,0,32,84,0
0,2,1,0,1,0,0,72,78,0
0,2,0,1,1,0,0,62,96,0
0,2,1,1,1,0,0,9,80,0
0,2,0,1,1,0,0,4,86,0
0,1,0,1,1,0,1,30,82,0
1,2,0,1,1,0,0,40,104,0
0,1,0,1,1,1,1,33,20,0
0,2,0,1,1,1,0,63,80,2
0,1,0,0,1,1,1,64,20,2
0,2,0,1,1,1,0,5,97,1
1,2,0,0,1,0,0,7,20,0
0,2,0,1,1,0,0,10,80,2
1,2,0,0,1,0,1,63,101,1
0,2,0,1,0,0,1,20,39,1
0,2,0,0,1,0,0,38,84,1
0,2,1,0,1,0,0,66,108,2
1,2,0,1,1,0,0,13,91,1
0,2,0,0,1,0,0,24,66,0
0,2,1,1,1,1,0,23,104,0
0,2,1,0,1,0,1,32,91,0
0,2,0,0,0,0,1,51,60,0
0,2,0,0,1,0,0,40,19,0
0,2,0,0,1,0,0,22,59,0
0,2,0,1,1,0,1,1,70,2
0,2,1,0,1,0,0,6,89,0
1,2,0,1,1,0,0,1,20,2
0,1,0,0,1,0,0,4,20,0
1,1,0,0,1,0,0,60,106,0
0,2,1,1,0,0,0,72,65,2
0,2,0,0,1,0,0,42,60,0
0,2,0,0,1,0,0,2,62,0
0,2,0,1,0,1,0,69,60,1
1,2,0,1,1,0,0,2,86,1
1,1,1,0,0,1,0,1,36,1
0,1,0,1,1,1,0,31,66,1
0,1,0,1,1,0,1,16,20,0
0,2,0,0,1,0,0,15,20,0
1,2,0,0,1,1,1,2,94,2
0,2,1,0,1,0,0,17,93,0
1,1,0,1,1,1,1,6,94,0
0,2,0,0,1,0,1,61,60,2
0,2,0,0,1,0,0,1,19,2
0,2,0,1,1,1,0,19,88,2
0,1,0,1,0,1,1,44,54,2
0,1,0,0,1,1,0,70,112,1
0,2,0,1,1,1,1,63,25,2
0,2,0,0,1,0,1,58,44,0
0,1,0,0,1,0,0,53,74,0
0,1,0,1,0,1,0,59,44,0
1,2,0,1,1,0,0,69,104,0
0,2,0,1,1,0,0,26,49,0
0,1,0,1,1,1,1,23,57,0
0,2,0,0,1,0,0,42,55,1
1,2,1,0,1,0,0,1,51,0
1,2,0,0,0,0,0,6,48,2
0,1,0,1,1,1,0,58,21,0
1,2,0,1,1,0,0,3,102,1
0,2,0,0,1,0,0,41,20,0
0,2,0,0,1,0,0,58,61,0
1,2,1,1,1,0,0,51,94,0
0,2,0,0,1,0,0,64,111,0
0,2,0,0,1,1,1,19,26,0
0,2,0,1,1,0,1,60,79,0
0,2,0,1,1,1,1,69,114,2
0,2,0,0,1,1,1,3,81,0
1,2,0,1,1,0,0,7,95,0
1,1,0,0,1,0,0,19,73,0
1,1,0,0,1,0,0,1,77,0
0,2,0,0,1,0,0,62,24,2
1,2,0,0,1,0,0,1,50,1
1,2,1,1,1,1,0,1,74,2
0,1,0,0,1,0,0,28,60,0
0,1,0,1,1,1,0,69,92,0
1,2,1,1,1,1,0,30,80,1
1,2,1,0,0,0,0,40,39,1
0,2,0,0,1,0,0,1,20,0
1,2,0,1,1,0,0,45,101,2
0,2,0,1,1,0,1,22,79,1
0,2,0,0,1,0,1,47,20,0
0,1,0,0,1,1,0,2,20,2
1,2,0,0,0,0,0,13,35,1
0,1,0,0,1,1,0,20,19,1
0,2,0,1,1,1,0,48,19,0
0,2,0,1,1,0,0,67,101,0
0,1,0,1,1,1,0,70,99,0
0,2,0,0,1,1,0,64,99,2
1,2,0,0,1,0,0,34,98,0
0,2,0,0,1,0,0,72,91,0
0,2,0,0,1,0,1,23,70,0
0,2,1,0,1,1,0,15,89,2
1,2,0,1,1,1,0,22,101,0
0,2,0,1,1,0,1,41,70,2
0,1,0,0,1,1,0,68,82,0
0,2,0,0,1,1,1,70,106,2
0,1,0,1,1,1,1,71,87,0
0,1,0,1,1,1,1,71,85,0
0,2,0,1,1,0,0,1,44,0
1,1,0,1,1,0,0,1,55,0
0,2,0,1,1,0,1,3,21,0
0,1,0,0,1,1,0,40,93,1
1,2,0,0,0,0,0,3,51,0
0,2,0,0,1,0,0,67,26,1
0,1,0,0,1,0,0,18,75,0
0,2,0,0,1,0,1,20,20,1
1,2,0,0,1,0,0,3,74,1
0,2,0,1,1,0,0,71,116,2
1,2,0,0,0,0,0,25,34,0
0,2,1,0,1,0,0,32,91,0
0,2,0,1,1,1,1,46,20,1
0,2,0,0,1,0,1,68,19,0
0,2,0,0,1,0,1,48,80,2
1,2,0,0,1,1,1,2,70,0
0,2,0,1,1,0,0,56,93,0
1,2,0,1,1,0,0,5,79,2
0,1,0,0,1,1,0,3,75,0
0,1,0,0,1,1,1,64,93,1
0,1,0,1,1,0,1,47,90,0
0,1,0,1,1,1,0,63,67,2
0,1,0,1,1,1,0,27,19,0
1,2,1,0,1,0,1,47,71,0
0,1,0,0,1,1,0,59,24,0
0,1,0,1,1,0,1,4,19,0
0,1,0,0,1,1,0,72,115,0
0,1,0,0,1,1,0,13,55,0
0,1,1,1,1,1,1,66,108,2
0,2,0,0,1,1,0,42,21,0
0,1,0,0,1,1,0,10,20,0
1,2,1,0,1,0,0,15,74,0
0,1,0,0,1,1,0,45,95,0
0,2,0,0,1,1,0,48,74,1
0,1,0,0,0,0,0,1,25,1
0,1,0,0,1,0,0,27,76,0
1,2,0,1,1,0,0,5,19,1
0,2,0,1,1,0,1,23,87,0
0,2,1,1,1,1,1,11,75,0
0,2,1,0,1,1,0,35,102,1
0,1,0,1,1,0,0,67,89,1
0,2,0,1,1,0,1,33,75,2
0,1,0,1,1,0,1,72,114,0
0,2,0,0,1,0,0,67,110,1
0,1,0,0,1,1,0,33,20,0
0,2,0,0,1,0,0,47,59,2
1,1,1,1,1,1,0,13,98,0
0,2,0,1,1,0,1,18,83,2
0,1,0,0,1,1,0,72,112,0
1,1,1,0,1,1,0,11,90,0
0,2,1,1,0,0,0,7,44,2
0,2,0,0,1,0,0,59,99,2
0,1,1,0,1,1,1,32,100,0
0,1,0,0,1,1,0,67,25,0
0,2,0,0,1,0,0,51,88,0
0,2,1,0,1,1,0,59,94,1
0,1,0,0,0,1,1,48,39,0
1,2,1,0,1,0,0,1,71,0
0,1,0,1,1,1,0,23,19,2
1,1,0,1,1,0,1,38,95,0
0,1,0,1,1,1,1,19,20,1
1,2,1,1,1,0,0,3,76,2
0,1,1,1,1,1,0,58,99,0
0,2,0,1,1,1,0,2,50,1
0,1,0,1,1,0,0,5,75,0
0,2,0,0,1,0,0,72,101,0
0,2,1,0,1,0,0,44,110,1
1,1,0,1,1,0,0,16,20,0
0,2,0,1,0,0,0,12,51,2
1,1,0,0,1,1,0,6,90,2
0,2,1,0,1,0,0,72,108,0
0,1,0,0,1,1,0,23,25,0
1,1,0,1,1,0,0,38,70,0
0,2,0,1,1,0,0,47,95,0
0,2,0,0,1,0,0,54,20,2
0,1,0,1,1,0,0,15,69,2
1,1,1,0,1,1,0,20,94,0
0,1,0,0,1,1,1,16,73,1
1,2,0,1,1,1,0,1,69,0
1,1,0,1,0,0,0,1,25,0
0,1,0,1,1,1,0,46,20,0
0,2,0,1,1,1,0,69,98,2
1,1,0,1,1,1,1,49,84,0
0,2,0,1,0,1,0,53,55,0
0,1,0,1,1,1,1,7,19,0
1,2,0,0,1,0,0,42,50,1
0,2,0,1,1,0,1,17,50,0
0,2,1,0,1,1,0,2,82,0
0,1,0,0,1,1,1,72,104,0
0,2,0,0,1,0,0,28,20,2
1,2,0,1,0,0,0,1,50,0
1,1,0,0,1,1,0,15,86,1
0,2,1,0,1,0,0,67,107,1
1,1,0,0,1,0,0,11,100,2
0,1,0,1,1,0,1,56,103,0
0,1,0,1,1,1,0,22,55,0
0,1,1,1,0,0,0,19,34,1
0,1,0,0,1,1,1,44,20,2
0,1,0,1,0,1,0,10,36,1
0,2,0,0,1,0,0,18,71,1
0,2,0,1,1,0,0,30,19,2
0,1,0,1,0,0,0,26,36,1
1,2,0,0,1,1,0,58,109,0
1,2,0,1,0,0,0,1,30,0
1,1,0,0,1,0,0,9,66,0
0,2,0,0,1,0,0,50,82,0
0,2,0,1,0,0,0,46,31,1
0,2,0,0,1,0,0,3,45,0
0,1,0,0,1,1,0,11,51,0
0,1,0,1,1,0,0,37,70,0
1,1,0,1,1,0,0,22,54,0
0,1,0,1,1,1,0,67,26,0
0,2,0,1,1,1,0,1,20,2
0,2,0,0,1,0,0,19,56,2
1,2,1,0,1,1,0,9,75,0
0,1,0,1,1,0,0,70,99,0
0,2,0,1,1,0,0,1,50,1
0,1,0,0,0,1,0,39,41,2
1,2,0,1,1,0,0,2,71,0
0,2,1,0,1,0,0,49,44,0
0,1,0,1,1,0,0,7,64,0
1,1,0,1,1,1,1,1,46,0
0,2,0,0,1,0,0,61,101,2
1,2,0,1,1,0,0,1,43,2
0,1,1,0,1,1,0,40,92,0
0,1,0,0,1,1,0,71,24,0
1,2,0,1,1,1,0,24,90,0
0,1,0,0,1,1,0,14,50,0
0,1,1,0,1,1,0,61,94,0
0,2,1,0,1,1,0,44,75,0
0,2,0,0,1,1,0,70,20,2
0,1,0,0,1,1,0,18,74,0
1,2,0,1,1,1,1,12,74,2
0,2,1,1,1,0,0,66,107,0
0,2,0,1,1,1,1,61,21,2
0,2,0,0,1,0,0,42,86,1
0,2,0,0,1,0,0,54,95,1
0,1,0,1,1,1,0,3,20,0
0,2,0,1,1,1,0,69,54,2
0,1,0,0,1,1,0,3,20,1
1,1,0,0,1,1,0,7,75,0
0,1,0,0,1,0,0,57,20,0
1,2,1,1,1,1,0,14,75,0
1,1,0,1,0,1,0,11,42,2
0,2,0,1,1,0,0,4,20,1
0,2,0,1,1,0,0,43,94,0
0,1,0,1,1,0,0,62,74,0
1,1,0,0,1,1,0,12,96,0
0,2,0,1,1,0,1,11,20,1
0,1,0,0,1,0,0,19,60,0
0,2,0,1,1,0,0,44,106,1
0,1,1,0,1,1,1,11,78,0
0,2,0,1,1,1,1,72,81,2
1,1,0,0,1,0,0,43,105,0
1,2,0,1,1,1,0,3,20,0
0,2,1,0,1,0,0,5,81,0
1,1,0,1,0,0,0,2,30,0
0,1,0,1,1,1,1,68,86,0
1,1,1,1,1,0,0,33,94,0
0,2,0,0,0,0,0,11,36,0
